Time,Car,State,Speed,Throttle,Brake,TargetSpeed,SplineProgress,Lap,LateralOffset,Banding,Event
26.60,AiRacer (2),Recover,120.1,1.00,0.00,146.4,0.7296,0,-0.77,1.000,tick
26.60,AiRacer (3),Recover,120.9,1.00,0.00,152.0,0.7296,0,-0.77,1.000,tick
26.60,AiRacer (4),Recover,113.8,1.00,0.00,153.0,0.7263,0,-0.67,1.000,tick
26.60,AiRacer (5),Recover,111.0,1.00,0.00,181.2,0.7249,0,-0.53,1.000,tick
26.60,AiRacer (6),Recover,114.1,1.00,0.00,161.9,0.7258,0,-0.61,1.000,tick
26.60,AiRacer (7),Recover,108.9,1.00,0.00,182.3,0.7235,0,-0.37,1.000,tick
26.68,AiRacer (3),Race,122.1,1.00,0.00,165.8,0.7304,0,-0.77,1.000,state:Recover->Race
26.68,AiRacer (2),Race,121.3,1.00,0.00,158.7,0.7303,0,-0.77,1.000,state:Recover->Race
26.68,AiRacer (3),Defend,122.1,1.00,0.00,166.3,0.7304,0,-0.77,1.000,state:Race->Defend
26.68,AiRacer (2),Defend,121.4,1.00,0.00,159.2,0.7304,0,-0.77,1.000,state:Race->Defend
27.05,AiRacer (4),Race,121.0,1.00,0.00,164.1,0.7304,0,-0.77,1.000,state:Recover->Race
27.06,AiRacer (4),Defend,121.0,1.00,0.00,164.7,0.7304,0,-0.77,1.000,state:Race->Defend
27.10,PLAYER,—,154.4,1.00,0.00,—,0.7489,0,0.45,—,tick
27.10,AiRacer,Defend,158.2,1.00,0.00,220.0,0.7530,0,0.48,1.000,tick
27.10,AiRacer (1),Defend,133.0,1.00,0.00,220.0,0.7372,0,-0.13,1.000,tick
27.10,AiRacer (2),Defend,127.6,1.00,0.00,220.0,0.7343,0,-0.42,1.000,tick
27.10,AiRacer (3),Defend,128.3,1.00,0.00,220.0,0.7343,0,-0.41,1.000,tick
27.10,AiRacer (4),Defend,121.6,1.00,0.00,174.6,0.7308,0,-0.76,1.000,tick
27.10,AiRacer (5),Recover,119.0,1.00,0.00,145.7,0.7292,0,-0.77,1.000,tick
27.10,AiRacer (6),Recover,122.1,1.00,0.00,162.2,0.7303,0,-0.77,1.000,tick
27.10,AiRacer (7),Recover,117.2,1.00,0.00,144.8,0.7278,0,-0.77,1.000,tick
27.11,AiRacer (6),Race,122.3,1.00,0.00,164.7,0.7304,0,-0.77,1.000,state:Recover->Race
27.11,AiRacer (6),Defend,122.3,1.00,0.00,165.4,0.7304,0,-0.77,1.000,state:Race->Defend
27.22,AiRacer (5),Race,120.9,1.00,0.00,161.7,0.7303,0,-0.77,1.000,state:Recover->Race
27.23,AiRacer (5),Defend,121.0,1.00,0.00,162.2,0.7304,0,-0.77,1.000,state:Race->Defend
27.39,AiRacer (7),Race,121.7,1.00,0.00,163.1,0.7303,0,-0.77,1.000,state:Recover->Race
27.60,PLAYER,—,158.7,1.00,0.00,—,0.7549,0,0.45,—,tick
27.60,AiRacer,Defend,163.7,1.00,0.00,220.0,0.7591,0,0.59,1.000,tick
27.60,AiRacer (1),Defend,139.7,1.00,0.00,220.0,0.7423,0,0.17,1.000,tick
27.60,AiRacer (2),Defend,134.5,1.00,0.00,220.0,0.7392,0,0.00,1.000,tick
27.60,AiRacer (3),Defend,135.2,1.00,0.00,220.0,0.7393,0,0.01,1.000,tick
27.60,AiRacer (4),Defend,128.8,1.00,0.00,220.0,0.7355,0,-0.30,1.000,tick
27.60,AiRacer (5),Defend,126.5,1.00,0.00,220.0,0.7338,0,-0.46,1.000,tick
27.60,AiRacer (6),Defend,129.5,1.00,0.00,220.0,0.7350,0,-0.33,1.000,tick
27.60,AiRacer (7),Race,124.9,1.00,0.00,220.0,0.7323,0,-0.65,1.000,tick
27.70,AiRacer (7),Overtake,126.4,1.00,0.00,220.0,0.7333,0,-0.52,1.000,state:Race->Overtake
27.89,AiRacer (1),Race,143.3,1.00,0.00,220.0,0.7455,0,0.28,1.000,state:Defend->Race
27.90,AiRacer (1),Defend,143.3,1.00,0.00,220.0,0.7455,0,0.28,1.000,state:Race->Defend
28.04,AiRacer,Race,168.1,1.00,0.00,220.0,0.7647,0,0.65,1.000,state:Defend->Race
28.05,AiRacer,Defend,168.1,1.00,0.00,220.0,0.7647,0,0.65,1.000,state:Race->Defend
28.10,PLAYER,—,162.5,0.71,0.00,—,0.7610,0,0.57,—,tick
28.10,AiRacer,Defend,168.6,1.00,0.00,220.0,0.7654,0,0.65,1.000,tick
28.10,AiRacer (1),Defend,145.8,1.00,0.00,220.0,0.7477,0,0.35,1.000,tick
28.10,AiRacer (2),Defend,140.9,1.00,0.00,220.0,0.7444,0,0.24,1.000,tick
28.10,AiRacer (3),Defend,141.5,1.00,0.00,220.0,0.7445,0,0.25,1.000,tick
28.10,AiRacer (4),Defend,135.5,1.00,0.00,220.0,0.7405,0,0.07,1.000,tick
28.10,AiRacer (5),Defend,133.4,1.00,0.00,220.0,0.7387,0,-0.03,1.000,tick
28.10,AiRacer (6),Defend,136.4,1.00,0.00,220.0,0.7400,0,0.06,1.000,tick
28.10,AiRacer (7),Overtake,132.0,1.00,0.00,220.0,0.7371,0,-0.04,1.000,tick
28.18,AiRacer (3),Race,142.5,1.00,0.00,220.0,0.7454,0,0.27,1.000,state:Defend->Race
28.18,AiRacer (2),Race,141.8,1.00,0.00,220.0,0.7453,0,0.27,1.000,state:Defend->Race
28.18,AiRacer (3),Overtake,142.5,1.00,0.00,220.0,0.7454,0,0.27,1.000,state:Race->Overtake
28.19,AiRacer (2),Overtake,141.9,1.00,0.00,220.0,0.7453,0,0.27,1.000,state:Race->Overtake
28.56,AiRacer (4),Race,141.1,1.00,0.00,220.0,0.7452,0,0.27,1.000,state:Defend->Race
28.56,AiRacer (4),Overtake,141.1,1.00,0.00,220.0,0.7453,0,0.27,1.000,state:Race->Overtake
28.60,PLAYER,—,165.9,1.00,0.00,—,0.7673,0,0.57,—,tick
28.60,AiRacer,Defend,173.1,1.00,0.00,220.0,0.7719,0,0.68,1.000,tick
28.60,AiRacer (1),Defend,151.3,1.00,0.00,220.0,0.7534,0,0.51,1.000,tick
28.60,AiRacer (2),Overtake,146.7,1.00,0.00,220.0,0.7499,0,0.35,1.000,tick
28.60,AiRacer (3),Overtake,147.3,1.00,0.00,220.0,0.7500,0,0.36,1.000,tick
28.60,AiRacer (4),Overtake,141.6,1.00,0.00,220.0,0.7457,0,0.28,1.000,tick
28.60,AiRacer (5),Defend,139.7,1.00,0.00,220.0,0.7439,0,0.23,1.000,tick
28.60,AiRacer (6),Defend,142.7,1.00,0.00,220.0,0.7453,0,0.28,1.000,tick
28.60,AiRacer (7),Overtake,138.6,1.00,0.00,220.0,0.7422,0,0.37,1.000,tick
28.62,AiRacer (6),Race,142.8,1.00,0.00,220.0,0.7454,0,0.28,1.000,state:Defend->Race
28.62,AiRacer (6),Overtake,142.9,1.00,0.00,220.0,0.7455,0,0.28,1.000,state:Race->Overtake
28.73,AiRacer (5),Race,141.2,1.00,0.00,220.0,0.7452,0,0.27,1.000,state:Defend->Race
28.73,AiRacer (5),Overtake,141.2,1.00,0.00,220.0,0.7452,0,0.27,1.000,state:Race->Overtake
29.11,PLAYER,—,169.2,1.00,0.00,—,0.7737,0,0.61,—,tick
29.11,AiRacer,Defend,177.1,1.00,0.00,220.0,0.7786,0,0.69,1.000,tick
29.11,AiRacer (1),Defend,156.4,1.00,0.00,220.0,0.7593,0,0.61,1.000,tick
29.11,AiRacer (2),Overtake,152.0,1.00,0.00,220.0,0.7556,0,0.38,1.000,tick
29.11,AiRacer (3),Overtake,152.6,1.00,0.00,220.0,0.7558,0,0.38,1.000,tick
29.11,AiRacer (4),Overtake,147.2,1.00,0.00,220.0,0.7512,0,0.36,1.000,tick
29.11,AiRacer (5),Overtake,145.5,1.00,0.00,220.0,0.7494,0,0.35,1.000,tick
29.11,AiRacer (6),Overtake,148.5,1.00,0.00,220.0,0.7509,0,0.37,1.000,tick
29.11,AiRacer (7),Overtake,144.6,1.00,0.00,220.0,0.7476,0,0.57,1.000,tick
29.40,AiRacer (1),Race,159.1,1.00,0.00,220.0,0.7628,0,0.65,1.000,state:Defend->Race
29.40,AiRacer (1),Defend,159.2,1.00,0.00,220.0,0.7628,0,0.65,1.000,state:Race->Defend
29.55,AiRacer,Race,180.3,1.00,0.00,220.0,0.7846,0,0.69,1.000,state:Defend->Race
29.55,AiRacer,Defend,180.3,1.00,0.00,220.0,0.7847,0,0.69,1.000,state:Race->Defend
29.61,PLAYER,—,172.6,1.00,0.00,—,0.7802,0,0.57,—,tick
29.61,AiRacer,Defend,180.7,1.00,0.00,220.0,0.7854,0,0.69,1.000,tick
29.61,AiRacer (1),Defend,161.0,1.00,0.00,220.0,0.7653,0,0.66,1.000,tick
29.61,AiRacer (2),Overtake,156.9,1.00,0.00,220.0,0.7615,0,0.38,1.000,tick
29.61,AiRacer (3),Overtake,157.4,1.00,0.00,220.0,0.7617,0,0.38,1.000,tick
29.61,AiRacer (4),Overtake,152.3,1.00,0.00,220.0,0.7569,0,0.38,1.000,tick
29.61,AiRacer (5),Overtake,150.8,1.00,0.00,220.0,0.7550,0,0.38,1.000,tick
29.61,AiRacer (6),Overtake,153.7,1.00,0.00,220.0,0.7566,0,0.38,1.000,tick
29.61,AiRacer (7),Overtake,150.1,1.00,0.00,220.0,0.7532,0,0.65,1.000,tick
30.11,PLAYER,—,174.7,0.71,0.00,—,0.7868,0,0.60,—,tick
30.11,AiRacer,Defend,183.9,1.00,0.00,220.0,0.7924,0,0.69,1.000,tick
30.11,AiRacer (1),Defend,165.2,1.00,0.00,220.0,0.7715,0,0.67,1.000,tick
30.11,AiRacer (2),Overtake,161.3,1.00,0.00,220.0,0.7675,0,0.38,1.000,tick
30.11,AiRacer (3),Overtake,161.8,1.00,0.00,220.0,0.7677,0,0.38,1.000,tick
30.11,AiRacer (4),Overtake,157.0,1.00,0.00,220.0,0.7628,0,0.38,1.000,tick
30.11,AiRacer (5),Overtake,155.7,1.00,0.00,220.0,0.7608,0,0.38,1.000,tick
30.11,AiRacer (6),Overtake,158.5,1.00,0.00,220.0,0.7625,0,0.38,1.000,tick
30.11,AiRacer (7),Overtake,155.1,1.00,0.00,220.0,0.7590,0,0.68,1.000,tick
30.61,PLAYER,—,177.1,1.00,0.00,—,0.7935,0,0.55,—,tick
30.61,AiRacer,Defend,186.7,1.00,0.00,220.0,0.7994,0,0.69,1.000,tick
30.61,AiRacer (1),Defend,168.9,1.00,0.00,220.0,0.7779,0,0.68,1.000,tick
30.61,AiRacer (2),Overtake,165.2,1.00,0.00,220.0,0.7737,0,0.38,1.000,tick
30.61,AiRacer (3),Overtake,165.8,1.00,0.00,220.0,0.7740,0,0.38,1.000,tick
30.61,AiRacer (4),Overtake,161.2,1.00,0.00,220.0,0.7689,0,0.38,1.000,tick
30.61,AiRacer (5),Overtake,160.1,1.00,0.00,220.0,0.7668,0,0.38,1.000,tick
30.61,AiRacer (6),Overtake,162.8,1.00,0.00,220.0,0.7687,0,0.38,1.000,tick
30.61,AiRacer (7),Overtake,159.7,1.00,0.00,220.0,0.7650,0,0.69,1.000,tick
30.71,AiRacer (7),Race,160.5,1.00,0.00,220.0,0.7662,0,0.69,1.000,state:Overtake->Race
30.71,AiRacer (7),Overtake,160.5,1.00,0.00,220.0,0.7662,0,0.69,1.000,state:Race->Overtake
30.90,AiRacer (1),Race,171.0,1.00,0.00,220.0,0.7816,0,0.69,1.000,state:Defend->Race
30.90,AiRacer (1),Defend,171.0,1.00,0.00,220.0,0.7817,0,0.69,1.000,state:Race->Defend
31.05,AiRacer,Race,189.0,1.00,0.00,220.0,0.8057,0,0.69,1.000,state:Defend->Race
31.05,AiRacer,Defend,189.0,1.00,0.00,220.0,0.8057,0,0.69,1.000,state:Race->Defend
31.11,PLAYER,—,178.9,1.00,0.00,—,0.8002,0,0.47,—,tick
31.11,AiRacer,Defend,189.3,1.00,0.00,220.0,0.8066,0,0.69,1.000,tick
31.11,AiRacer (1),Defend,172.3,1.00,0.00,220.0,0.7844,0,0.68,1.000,tick
31.11,AiRacer (2),Overtake,168.8,1.00,0.00,220.0,0.7801,0,0.38,1.000,tick
31.11,AiRacer (3),Overtake,169.3,1.00,0.00,220.0,0.7804,0,0.38,1.000,tick
31.11,AiRacer (4),Overtake,165.0,1.00,0.00,220.0,0.7751,0,0.38,1.000,tick
31.11,AiRacer (5),Overtake,164.0,1.00,0.00,220.0,0.7730,0,0.38,1.000,tick
31.11,AiRacer (6),Overtake,166.8,1.00,0.00,220.0,0.7749,0,0.38,1.000,tick
31.11,AiRacer (7),Overtake,163.8,1.00,0.00,220.0,0.7712,0,0.63,1.000,tick
31.18,AiRacer (3),Race,169.8,1.00,0.00,220.0,0.7813,0,0.38,1.000,state:Overtake->Race
31.19,AiRacer (2),Race,169.3,1.00,0.00,220.0,0.7811,0,0.38,1.000,state:Overtake->Race
31.19,AiRacer (3),Overtake,169.8,1.00,0.00,220.0,0.7813,0,0.38,1.000,state:Race->Overtake
31.19,AiRacer (2),Overtake,169.4,1.00,0.00,220.0,0.7811,0,0.38,1.000,state:Race->Overtake
31.56,AiRacer (4),Race,168.1,1.00,0.00,220.0,0.7808,0,0.38,1.000,state:Overtake->Race
31.56,AiRacer (4),Overtake,168.1,1.00,0.00,220.0,0.7808,0,0.38,1.000,state:Race->Overtake
31.61,PLAYER,—,180.5,1.00,0.00,—,0.8071,0,0.51,—,tick
31.61,AiRacer,Defend,191.5,1.00,0.00,220.0,0.8138,0,0.69,1.000,tick
31.61,AiRacer (1),Defend,175.4,1.00,0.00,220.0,0.7910,0,0.68,1.000,tick
31.61,AiRacer (2),Overtake,172.1,1.00,0.00,220.0,0.7866,0,0.38,1.000,tick
31.61,AiRacer (3),Overtake,172.5,1.00,0.00,220.0,0.7869,0,0.38,1.000,tick
31.61,AiRacer (4),Overtake,168.4,1.00,0.00,220.0,0.7814,0,0.38,1.000,tick
31.61,AiRacer (5),Overtake,167.6,1.00,0.00,220.0,0.7793,0,0.38,1.000,tick
31.61,AiRacer (6),Overtake,170.3,1.00,0.00,220.0,0.7814,0,0.38,1.000,tick
31.61,AiRacer (7),Overtake,167.5,1.00,0.00,220.0,0.7775,0,0.51,1.000,tick
31.62,AiRacer (6),Race,170.3,1.00,0.00,220.0,0.7814,0,0.38,1.000,state:Overtake->Race
31.62,AiRacer (6),Overtake,170.4,1.00,0.00,220.0,0.7815,0,0.38,1.000,state:Race->Overtake
31.73,AiRacer (5),Race,168.4,1.00,0.00,220.0,0.7808,0,0.38,1.000,state:Overtake->Race
31.73,AiRacer (5),Overtake,168.4,1.00,0.00,220.0,0.7808,0,0.38,1.000,state:Race->Overtake
32.12,PLAYER,—,182.3,1.00,0.00,—,0.8140,0,0.43,—,tick
32.12,AiRacer,Defend,193.5,1.00,0.00,220.0,0.8212,0,0.65,1.000,tick
32.12,AiRacer (1),Defend,178.1,1.00,0.00,220.0,0.7977,0,0.68,1.000,tick
32.12,AiRacer (2),Overtake,175.0,1.00,0.00,220.0,0.7932,0,0.38,1.000,tick
32.12,AiRacer (3),Overtake,175.4,1.00,0.00,220.0,0.7935,0,0.38,1.000,tick
32.12,AiRacer (4),Overtake,171.5,1.00,0.00,220.0,0.7879,0,0.38,1.000,tick
32.12,AiRacer (5),Overtake,170.9,1.00,0.00,220.0,0.7858,0,0.38,1.000,tick
32.12,AiRacer (6),Overtake,173.5,1.00,0.00,220.0,0.7879,0,0.38,1.000,tick
32.12,AiRacer (7),Overtake,170.9,1.00,0.00,220.0,0.7839,0,0.43,1.000,tick
32.41,AiRacer (1),Race,179.5,1.00,0.00,220.0,0.8017,0,0.69,1.000,state:Defend->Race
32.41,AiRacer (1),Defend,179.5,1.00,0.00,220.0,0.8017,0,0.69,1.000,state:Race->Defend
32.56,AiRacer,Race,195.1,1.00,0.00,220.0,0.8276,0,0.51,1.000,state:Defend->Race
32.56,AiRacer,Defend,195.1,1.00,0.00,220.0,0.8277,0,0.51,1.000,state:Race->Defend
32.62,PLAYER,—,184.4,1.00,0.00,—,0.8210,0,0.43,—,tick
32.62,AiRacer,Defend,195.3,1.00,0.00,220.0,0.8286,0,0.47,1.000,tick
32.62,AiRacer (1),Defend,180.5,1.00,0.00,220.0,0.8045,0,0.68,1.000,tick
32.62,AiRacer (2),Overtake,177.6,1.00,0.00,220.0,0.7999,0,0.38,1.000,tick
32.62,AiRacer (3),Overtake,178.0,1.00,0.00,220.0,0.8002,0,0.38,1.000,tick
32.62,AiRacer (4),Overtake,174.3,1.00,0.00,220.0,0.7945,0,0.38,1.000,tick
32.62,AiRacer (5),Overtake,173.8,1.00,0.00,220.0,0.7923,0,0.38,1.000,tick
32.62,AiRacer (6),Overtake,176.3,1.00,0.00,220.0,0.7946,0,0.38,1.000,tick
32.62,AiRacer (7),Overtake,173.9,1.00,0.00,220.0,0.7905,0,0.40,1.000,tick
33.12,PLAYER,—,186.3,1.00,0.00,—,0.8280,0,0.47,—,tick
33.12,AiRacer,Defend,196.9,0.77,0.00,200.7,0.8360,0,-0.01,1.000,tick
33.12,AiRacer (1),Defend,182.7,1.00,0.00,220.0,0.8114,0,0.68,1.000,tick
33.12,AiRacer (2),Overtake,179.9,1.00,0.00,220.0,0.8067,0,0.37,1.000,tick
33.12,AiRacer (3),Overtake,180.3,1.00,0.00,220.0,0.8070,0,0.37,1.000,tick
33.12,AiRacer (4),Overtake,176.8,1.00,0.00,220.0,0.8012,0,0.38,1.000,tick
33.12,AiRacer (5),Overtake,176.4,1.00,0.00,220.0,0.7990,0,0.38,1.000,tick
33.12,AiRacer (6),Overtake,178.9,1.00,0.00,220.0,0.8013,0,0.38,1.000,tick
33.12,AiRacer (7),Overtake,176.6,1.00,0.00,220.0,0.7971,0,0.39,1.000,tick
33.62,PLAYER,—,186.3,0.71,0.00,—,0.8351,0,0.43,—,tick
33.62,AiRacer,Defend,152.7,0.00,1.00,144.8,0.8426,0,-0.77,1.000,tick
33.62,AiRacer (1),Defend,184.6,1.00,0.00,220.0,0.8184,0,0.67,1.000,tick
33.62,AiRacer (2),Overtake,182.0,1.00,0.00,220.0,0.8136,0,0.35,1.000,tick
33.62,AiRacer (3),Overtake,182.3,1.00,0.00,220.0,0.8139,0,0.35,1.000,tick
33.62,AiRacer (4),Overtake,179.1,1.00,0.00,220.0,0.8079,0,0.37,1.000,tick
33.62,AiRacer (5),Overtake,178.7,1.00,0.00,220.0,0.8057,0,0.37,1.000,tick
33.62,AiRacer (6),Overtake,181.2,1.00,0.00,220.0,0.8081,0,0.37,1.000,tick
33.62,AiRacer (7),Overtake,179.0,1.00,0.00,220.0,0.8039,0,0.38,1.000,tick
33.71,AiRacer (7),Race,179.4,1.00,0.00,220.0,0.8051,0,0.38,1.000,state:Overtake->Race
33.71,AiRacer (7),Overtake,179.4,1.00,0.00,220.0,0.8051,0,0.38,1.000,state:Race->Overtake
33.91,AiRacer (1),Race,185.7,1.00,0.00,220.0,0.8225,0,0.64,1.000,state:Defend->Race
33.91,AiRacer (1),Defend,185.7,1.00,0.00,220.0,0.8226,0,0.63,1.000,state:Race->Defend
34.06,AiRacer,Race,101.9,0.00,1.00,94.0,0.8468,0,-0.77,1.000,state:Defend->Race
34.06,AiRacer,Defend,101.7,0.00,1.00,93.8,0.8468,0,-0.77,1.000,state:Race->Defend
34.12,PLAYER,—,179.9,0.00,0.00,—,0.8420,0,0.05,—,tick
34.12,AiRacer,Defend,95.0,0.00,1.00,81.6,0.8472,0,-0.77,1.000,tick
34.12,AiRacer (1),Defend,186.4,1.00,0.00,220.0,0.8255,0,0.57,1.000,tick
34.12,AiRacer (2),Overtake,183.8,1.00,0.00,220.0,0.8205,0,0.28,1.000,tick
34.12,AiRacer (3),Overtake,184.2,1.00,0.00,220.0,0.8209,0,0.27,1.000,tick
34.12,AiRacer (4),Overtake,181.1,1.00,0.00,220.0,0.8148,0,0.34,1.000,tick
34.12,AiRacer (5),Overtake,180.8,1.00,0.00,220.0,0.8125,0,0.35,1.000,tick
34.12,AiRacer (6),Overtake,183.2,1.00,0.00,220.0,0.8151,0,0.34,1.000,tick
34.12,AiRacer (7),Overtake,181.2,1.00,0.00,220.0,0.8107,0,0.36,1.000,tick
34.19,AiRacer (3),Race,184.4,1.00,0.00,220.0,0.8218,0,0.25,1.000,state:Overtake->Race
34.19,AiRacer (2),Race,184.1,1.00,0.00,220.0,0.8215,0,0.26,1.000,state:Overtake->Race
34.19,AiRacer (3),Overtake,184.4,1.00,0.00,220.0,0.8219,0,0.25,1.000,state:Race->Overtake
34.19,AiRacer (2),Overtake,184.1,1.00,0.00,220.0,0.8215,0,0.26,1.000,state:Race->Overtake
34.56,AiRacer (4),Race,182.7,1.00,0.00,220.0,0.8209,0,0.27,1.000,state:Overtake->Race
34.57,AiRacer (4),Overtake,182.7,1.00,0.00,220.0,0.8209,0,0.27,1.000,state:Race->Overtake
34.62,PLAYER,—,148.9,0.00,0.71,—,0.8484,0,-0.24,—,tick
34.62,AiRacer,Defend,87.2,0.00,0.00,81.6,0.8506,0,-0.77,1.000,tick
34.62,AiRacer (1),Defend,187.9,1.00,0.00,205.9,0.8325,0,0.26,1.000,tick
34.62,AiRacer (2),Overtake,185.5,1.00,0.00,220.0,0.8275,0,0.09,1.000,tick
34.62,AiRacer (3),Overtake,185.8,1.00,0.00,220.0,0.8279,0,0.08,1.000,tick
34.62,AiRacer (4),Overtake,182.8,1.00,0.00,220.0,0.8217,0,0.26,1.000,tick
34.62,AiRacer (5),Overtake,182.7,1.00,0.00,220.0,0.8194,0,0.29,1.000,tick
34.62,AiRacer (6),Overtake,185.0,1.00,0.00,220.0,0.8221,0,0.25,1.000,tick
34.62,AiRacer (7),Overtake,183.1,1.00,0.00,220.0,0.8176,0,0.31,1.000,tick
34.62,AiRacer (6),Race,185.0,1.00,0.00,220.0,0.8221,0,0.25,1.000,state:Overtake->Race
34.62,AiRacer (6),Overtake,185.0,1.00,0.00,220.0,0.8221,0,0.25,1.000,state:Race->Overtake
34.73,AiRacer (5),Race,183.0,1.00,0.00,220.0,0.8210,0,0.27,1.000,state:Overtake->Race
34.73,AiRacer (5),Overtake,183.0,1.00,0.00,220.0,0.8210,0,0.27,1.000,state:Race->Overtake
35.12,PLAYER,—,136.8,0.00,0.00,—,0.8538,0,-0.14,—,tick
35.12,AiRacer,Defend,84.9,0.00,0.00,81.6,0.8539,0,-0.77,1.000,tick
35.12,AiRacer (1),Defend,158.8,0.00,1.00,150.9,0.8393,0,-0.38,1.000,tick
35.12,AiRacer (2),Overtake,187.0,0.96,0.00,191.8,0.8346,0,-0.30,1.000,tick
35.12,AiRacer (3),Overtake,187.1,0.45,0.00,189.4,0.8350,0,-0.32,1.000,tick
35.12,AiRacer (4),Overtake,184.4,1.00,0.00,220.0,0.8286,0,0.05,1.000,tick
35.12,AiRacer (5),Overtake,184.3,1.00,0.00,220.0,0.8264,0,0.14,1.000,tick
35.12,AiRacer (6),Overtake,186.6,1.00,0.00,220.0,0.8291,0,0.03,1.000,tick
35.12,AiRacer (7),Overtake,184.8,1.00,0.00,220.0,0.8246,0,0.19,1.000,tick
35.41,AiRacer (1),Race,125.3,0.00,1.00,117.4,0.8424,0,-0.74,1.000,state:Defend->Race
35.42,AiRacer (1),Defend,125.1,0.00,1.00,117.2,0.8424,0,-0.74,1.000,state:Race->Defend
35.56,AiRacer,Race,83.0,0.00,0.00,81.6,0.8567,0,-0.77,1.000,state:Defend->Race
35.62,PLAYER,—,131.2,0.00,0.00,—,0.8589,0,-0.16,—,tick
35.62,AiRacer,Race,82.7,0.00,0.00,81.6,0.8570,0,-0.77,1.000,tick
35.62,AiRacer (1),Defend,101.0,0.00,1.00,93.1,0.8442,0,-0.77,1.000,tick
35.62,AiRacer (2),Overtake,143.2,0.00,1.00,135.5,0.8410,0,-0.77,1.000,tick
35.62,AiRacer (3),Overtake,140.7,0.00,1.00,132.9,0.8412,0,-0.77,1.000,tick
35.62,AiRacer (4),Overtake,184.9,0.00,0.00,183.7,0.8357,0,-0.38,1.000,tick
35.62,AiRacer (5),Overtake,185.8,1.00,0.00,200.4,0.8334,0,-0.21,1.000,tick
35.62,AiRacer (6),Overtake,185.8,0.00,0.00,179.8,0.8362,0,-0.43,1.000,tick
35.62,AiRacer (7),Overtake,186.4,1.00,0.00,213.0,0.8317,0,-0.10,1.000,tick
35.86,AiRacer,Overtake,81.8,0.62,0.00,84.9,0.8585,0,-0.77,1.000,state:Race->Overtake
36.12,PLAYER,—,126.0,0.00,0.00,—,0.8637,0,0.23,—,tick
36.12,AiRacer,Overtake,83.5,0.27,0.00,84.9,0.8602,0,-0.76,1.000,tick
36.12,AiRacer (1),Defend,83.2,0.00,0.00,77.0,0.8474,0,-0.77,1.000,tick
36.12,AiRacer (2),Overtake,86.8,0.00,0.00,78.9,0.8452,0,-0.77,1.000,tick
36.12,AiRacer (3),Overtake,87.3,0.00,0.00,79.8,0.8454,0,-0.77,1.000,tick
36.12,AiRacer (4),Overtake,134.7,0.00,1.00,126.9,0.8417,0,-0.77,1.000,tick
36.12,AiRacer (5),Overtake,152.5,0.00,1.00,144.9,0.8400,0,-0.77,1.000,tick
36.12,AiRacer (6),Overtake,130.6,0.00,1.00,122.8,0.8421,0,-0.77,1.000,tick
36.12,AiRacer (7),Overtake,167.2,0.00,1.00,159.3,0.8386,0,-0.67,1.000,tick
36.62,PLAYER,—,128.2,0.71,0.00,—,0.8685,0,0.12,—,tick
36.62,AiRacer,Overtake,84.0,0.17,0.00,84.9,0.8634,0,-0.68,1.000,tick
36.62,AiRacer (1),Defend,81.1,0.00,0.00,77.0,0.8506,0,-0.77,1.000,tick
36.62,AiRacer (2),Overtake,84.5,0.00,0.00,78.9,0.8485,0,-0.77,1.000,tick
36.62,AiRacer (3),Overtake,85.0,0.00,0.00,79.8,0.8487,0,-0.77,1.000,tick
36.62,AiRacer (4),Overtake,86.2,0.00,0.00,79.0,0.8457,0,-0.77,1.000,tick
36.62,AiRacer (5),Overtake,94.7,0.00,1.00,86.8,0.8447,0,-0.77,1.000,tick
36.62,AiRacer (6),Overtake,87.1,0.00,0.00,79.9,0.8460,0,-0.77,1.000,tick
36.62,AiRacer (7),Overtake,109.3,0.00,1.00,101.6,0.8438,0,-0.77,1.000,tick
36.71,AiRacer (7),Race,99.1,0.00,1.00,88.8,0.8444,0,-0.77,1.000,state:Overtake->Race
36.92,AiRacer (1),Race,79.9,0.00,0.00,77.0,0.8523,0,-0.77,1.000,state:Defend->Race
36.92,AiRacer (1),Defend,79.9,0.00,0.00,77.0,0.8524,0,-0.77,1.000,state:Race->Defend
37.13,PLAYER,—,133.0,0.00,0.00,—,0.8734,0,-0.20,—,tick
37.13,AiRacer,Overtake,84.1,0.16,0.00,84.9,0.8666,0,-0.48,1.000,tick
37.13,AiRacer (1),Defend,79.1,0.00,0.00,77.0,0.8536,0,-0.77,1.000,tick
37.13,AiRacer (2),Overtake,82.3,0.00,0.00,78.9,0.8516,0,-0.77,1.000,tick
37.13,AiRacer (3),Overtake,82.8,0.00,0.00,79.8,0.8519,0,-0.77,1.000,tick
37.13,AiRacer (4),Overtake,83.9,0.00,0.00,79.0,0.8489,0,-0.77,1.000,tick
37.13,AiRacer (5),Overtake,84.5,0.00,0.00,78.9,0.8479,0,-0.77,1.000,tick
37.13,AiRacer (6),Overtake,84.8,0.00,0.00,79.9,0.8493,0,-0.77,1.000,tick
37.13,AiRacer (7),Race,82.8,0.00,0.00,76.4,0.8471,0,-0.77,1.000,tick
37.19,AiRacer (2),Race,82.1,0.00,0.00,75.9,0.8520,0,-0.77,1.000,state:Overtake->Race
37.19,AiRacer (3),Race,82.5,0.00,0.00,76.8,0.8523,0,-0.77,1.000,state:Overtake->Race
