Time,Car,State,Speed,Throttle,Brake,TargetSpeed,SplineProgress,Lap,LateralOffset,Banding,Event
0.50,PLAYER,—,0.0,0.00,0.00,—,0.5290,0,-0.50,—,tick
0.50,AiRacer,Race,0.0,0.00,0.00,0.0,0.5426,0,-0.50,1.000,tick
0.50,AiRacer (1),Race,0.0,0.00,0.00,0.0,0.5409,0,0.50,1.000,tick
0.50,AiRacer (2),Race,0.0,0.00,0.00,0.0,0.5392,0,-0.50,1.000,tick
0.50,AiRacer (3),Race,0.0,0.00,0.00,0.0,0.5375,0,0.50,1.000,tick
0.50,AiRacer (4),Race,0.0,0.00,0.00,0.0,0.5358,0,-0.50,1.000,tick
0.50,AiRacer (5),Race,0.0,0.00,0.00,0.0,0.5341,0,0.50,1.000,tick
0.50,AiRacer (6),Race,0.0,0.00,0.00,0.0,0.5324,0,-0.50,1.000,tick
0.50,AiRacer (7),Race,0.0,0.00,0.00,0.0,0.5307,0,0.50,1.000,tick
1.00,PLAYER,—,0.0,0.00,0.00,—,0.5290,0,-0.50,—,tick
1.00,AiRacer,Race,0.0,0.00,0.00,0.0,0.5426,0,-0.50,1.000,tick
1.00,AiRacer (1),Race,0.0,0.00,0.00,0.0,0.5409,0,0.50,1.000,tick
1.00,AiRacer (2),Race,0.0,0.00,0.00,0.0,0.5392,0,-0.50,1.000,tick
1.00,AiRacer (3),Race,0.0,0.00,0.00,0.0,0.5375,0,0.50,1.000,tick
1.00,AiRacer (4),Race,0.0,0.00,0.00,0.0,0.5358,0,-0.50,1.000,tick
1.00,AiRacer (5),Race,0.0,0.00,0.00,0.0,0.5341,0,0.50,1.000,tick
1.00,AiRacer (6),Race,0.0,0.00,0.00,0.0,0.5324,0,-0.50,1.000,tick
1.00,AiRacer (7),Race,0.0,0.00,0.00,0.0,0.5307,0,0.50,1.000,tick
1.51,PLAYER,—,0.0,0.00,0.00,—,0.5290,0,-0.50,—,tick
1.51,AiRacer,Race,0.0,0.00,0.00,0.0,0.5426,0,-0.50,1.000,tick
1.51,AiRacer (1),Race,0.0,0.00,0.00,0.0,0.5409,0,0.50,1.000,tick
1.51,AiRacer (2),Race,0.0,0.00,0.00,0.0,0.5392,0,-0.50,1.000,tick
1.51,AiRacer (3),Race,0.0,0.00,0.00,0.0,0.5375,0,0.50,1.000,tick
1.51,AiRacer (4),Race,0.0,0.00,0.00,0.0,0.5358,0,-0.50,1.000,tick
1.51,AiRacer (5),Race,0.0,0.00,0.00,0.0,0.5341,0,0.50,1.000,tick
1.51,AiRacer (6),Race,0.0,0.00,0.00,0.0,0.5324,0,-0.50,1.000,tick
1.51,AiRacer (7),Race,0.0,0.00,0.00,0.0,0.5307,0,0.50,1.000,tick
2.01,PLAYER,—,0.0,0.00,0.00,—,0.5290,0,-0.50,—,tick
2.01,AiRacer,Race,0.0,0.00,0.00,0.0,0.5426,0,-0.50,1.000,tick
2.01,AiRacer (1),Race,0.0,0.00,0.00,0.0,0.5409,0,0.50,1.000,tick
2.01,AiRacer (2),Race,0.0,0.00,0.00,0.0,0.5392,0,-0.50,1.000,tick
2.01,AiRacer (3),Race,0.0,0.00,0.00,0.0,0.5375,0,0.50,1.000,tick
2.01,AiRacer (4),Race,0.0,0.00,0.00,0.0,0.5358,0,-0.50,1.000,tick
2.01,AiRacer (5),Race,0.0,0.00,0.00,0.0,0.5341,0,0.50,1.000,tick
2.01,AiRacer (6),Race,0.0,0.00,0.00,0.0,0.5324,0,-0.50,1.000,tick
2.01,AiRacer (7),Race,0.0,0.00,0.00,0.0,0.5307,0,0.50,1.000,tick
2.38,AiRacer,Defend,0.2,1.00,0.00,220.0,0.5426,0,-0.50,1.000,state:Race->Defend
2.47,AiRacer (1),Overtake,0.1,1.00,0.00,220.0,0.5409,0,0.50,1.000,state:Race->Overtake
2.47,AiRacer (6),Overtake,0.1,1.00,0.00,220.0,0.5324,0,-0.50,1.000,state:Race->Overtake
2.48,AiRacer (2),Overtake,0.1,1.00,0.00,220.0,0.5392,0,-0.50,1.000,state:Race->Overtake
2.48,AiRacer (3),Overtake,0.1,1.00,0.00,220.0,0.5375,0,0.50,1.000,state:Race->Overtake
2.48,AiRacer (7),Overtake,0.1,1.00,0.00,220.0,0.5307,0,0.50,1.000,state:Race->Overtake
2.49,AiRacer (5),Overtake,0.1,1.00,0.00,220.0,0.5341,0,0.50,1.000,state:Race->Overtake
2.49,AiRacer (4),Overtake,0.1,1.00,0.00,220.0,0.5358,0,-0.50,1.000,state:Race->Overtake
2.51,PLAYER,—,3.6,1.00,0.00,—,0.5290,0,-0.50,—,tick
2.51,AiRacer,Defend,3.7,1.00,0.00,220.0,0.5426,0,-0.50,1.000,tick
2.51,AiRacer (1),Overtake,1.3,1.00,0.00,220.0,0.5409,0,0.50,1.000,tick
2.51,AiRacer (2),Overtake,1.0,1.00,0.00,220.0,0.5392,0,-0.50,1.000,tick
2.51,AiRacer (3),Overtake,1.0,1.00,0.00,220.0,0.5375,0,0.50,1.000,tick
2.51,AiRacer (4),Overtake,0.6,1.00,0.00,220.0,0.5358,0,-0.50,1.000,tick
2.51,AiRacer (5),Overtake,0.8,1.00,0.00,220.0,0.5341,0,0.50,1.000,tick
2.51,AiRacer (6),Overtake,1.1,1.00,0.00,220.0,0.5324,0,-0.50,1.000,tick
2.51,AiRacer (7),Overtake,1.0,1.00,0.00,220.0,0.5307,0,0.50,1.000,tick
3.02,PLAYER,—,16.2,1.00,0.00,—,0.5294,0,-0.50,—,tick
3.02,AiRacer,Defend,17.3,1.00,0.00,220.0,0.5430,0,-0.50,1.000,tick
3.02,AiRacer (1),Overtake,13.8,1.00,0.00,220.0,0.5412,0,0.49,1.000,tick
3.02,AiRacer (2),Overtake,13.3,1.00,0.00,220.0,0.5395,0,-0.50,1.000,tick
3.02,AiRacer (3),Overtake,13.3,1.00,0.00,220.0,0.5378,0,0.49,1.000,tick
3.02,AiRacer (4),Overtake,12.8,1.00,0.00,220.0,0.5361,0,-0.50,1.000,tick
3.02,AiRacer (5),Overtake,12.9,1.00,0.00,220.0,0.5344,0,0.49,1.000,tick
3.02,AiRacer (6),Overtake,13.5,1.00,0.00,220.0,0.5327,0,-0.51,1.000,tick
3.02,AiRacer (7),Overtake,13.3,1.00,0.00,220.0,0.5310,0,0.49,1.000,tick
3.52,PLAYER,—,28.6,1.00,0.00,—,0.5303,0,-0.50,—,tick
3.52,AiRacer,Defend,30.7,1.00,0.00,220.0,0.5439,0,-0.49,1.000,tick
3.52,AiRacer (1),Overtake,26.2,1.00,0.00,220.0,0.5419,0,0.39,1.000,tick
3.52,AiRacer (2),Overtake,25.5,1.00,0.00,220.0,0.5402,0,-0.53,1.000,tick
3.52,AiRacer (3),Overtake,25.5,1.00,0.00,220.0,0.5385,0,0.40,1.000,tick
3.52,AiRacer (4),Overtake,24.8,1.00,0.00,220.0,0.5368,0,-0.53,1.000,tick
3.52,AiRacer (5),Overtake,25.0,1.00,0.00,220.0,0.5351,0,0.40,1.000,tick
3.52,AiRacer (6),Overtake,25.8,1.00,0.00,220.0,0.5335,0,-0.53,1.000,tick
3.52,AiRacer (7),Overtake,25.5,1.00,0.00,220.0,0.5317,0,0.40,1.000,tick
3.89,AiRacer,Race,40.2,1.00,0.00,220.0,0.5449,0,-0.48,1.000,state:Defend->Race
3.89,AiRacer,Defend,40.4,1.00,0.00,220.0,0.5449,0,-0.48,1.000,state:Race->Defend
4.03,PLAYER,—,40.8,1.00,0.00,—,0.5316,0,-0.50,—,tick
4.03,AiRacer,Defend,43.8,1.00,0.00,220.0,0.5454,0,-0.48,1.000,tick
4.03,AiRacer (1),Overtake,38.3,1.00,0.00,220.0,0.5431,0,0.19,1.000,tick
4.03,AiRacer (2),Overtake,37.5,1.00,0.00,220.0,0.5414,0,-0.58,1.000,tick
4.03,AiRacer (3),Overtake,37.6,1.00,0.00,220.0,0.5397,0,0.20,1.000,tick
4.03,AiRacer (4),Overtake,36.6,1.00,0.00,220.0,0.5380,0,-0.57,1.000,tick
4.03,AiRacer (5),Overtake,36.9,1.00,0.00,220.0,0.5362,0,0.21,1.000,tick
4.03,AiRacer (6),Overtake,37.9,1.00,0.00,220.0,0.5347,0,-0.58,1.000,tick
4.03,AiRacer (7),Overtake,37.5,1.00,0.00,220.0,0.5329,0,0.21,1.000,tick
4.53,PLAYER,—,52.6,1.00,0.00,—,0.5334,0,-0.50,—,tick
4.53,AiRacer,Defend,56.6,1.00,0.00,220.0,0.5473,0,-0.47,1.000,tick
4.53,AiRacer (1),Overtake,50.2,1.00,0.00,220.0,0.5448,0,-0.02,1.000,tick
4.53,AiRacer (2),Overtake,49.2,1.00,0.00,220.0,0.5431,0,-0.62,1.000,tick
4.53,AiRacer (3),Overtake,49.3,1.00,0.00,220.0,0.5413,0,-0.01,1.000,tick
4.53,AiRacer (4),Overtake,48.2,1.00,0.00,220.0,0.5396,0,-0.62,1.000,tick
4.53,AiRacer (5),Overtake,48.5,1.00,0.00,220.0,0.5378,0,0.00,1.000,tick
4.53,AiRacer (6),Overtake,49.7,1.00,0.00,220.0,0.5363,0,-0.62,1.000,tick
4.53,AiRacer (7),Overtake,49.1,1.00,0.00,220.0,0.5345,0,-0.01,1.000,tick
5.03,PLAYER,—,64.2,1.00,0.00,—,0.5356,0,-0.50,—,tick
5.03,AiRacer,Defend,69.0,1.00,0.00,220.0,0.5497,0,-0.47,1.000,tick
5.03,AiRacer (1),Overtake,61.7,1.00,0.00,220.0,0.5469,0,-0.20,1.000,tick
5.03,AiRacer (2),Overtake,60.5,1.00,0.00,220.0,0.5452,0,-0.66,1.000,tick
5.03,AiRacer (3),Overtake,60.7,1.00,0.00,220.0,0.5434,0,-0.19,1.000,tick
5.03,AiRacer (4),Overtake,59.4,1.00,0.00,220.0,0.5416,0,-0.65,1.000,tick
5.03,AiRacer (5),Overtake,59.7,1.00,0.00,220.0,0.5399,0,-0.18,1.000,tick
5.03,AiRacer (6),Overtake,61.1,1.00,0.00,220.0,0.5385,0,-0.66,1.000,tick
5.03,AiRacer (7),Overtake,60.5,1.00,0.00,220.0,0.5366,0,-0.19,1.000,tick
5.39,AiRacer,Race,77.5,1.00,0.00,220.0,0.5517,0,-0.46,1.000,state:Defend->Race
5.40,AiRacer,Defend,77.6,1.00,0.00,220.0,0.5517,0,-0.46,1.000,state:Race->Defend
5.47,AiRacer (1),Race,71.3,1.00,0.00,220.0,0.5491,0,-0.30,1.000,state:Overtake->Race
5.47,AiRacer (1),Overtake,71.4,1.00,0.00,220.0,0.5491,0,-0.30,1.000,state:Race->Overtake
5.48,AiRacer (6),Race,70.9,1.00,0.00,220.0,0.5407,0,-0.68,1.000,state:Overtake->Race
5.48,AiRacer (2),Race,70.4,1.00,0.00,220.0,0.5474,0,-0.68,1.000,state:Overtake->Race
5.48,AiRacer (3),Race,70.5,1.00,0.00,220.0,0.5456,0,-0.30,1.000,state:Overtake->Race
5.48,AiRacer (6),Overtake,71.0,1.00,0.00,220.0,0.5407,0,-0.68,1.000,state:Race->Overtake
5.48,AiRacer (7),Race,70.3,1.00,0.00,220.0,0.5388,0,-0.30,1.000,state:Overtake->Race
5.49,AiRacer (2),Overtake,70.5,1.00,0.00,220.0,0.5474,0,-0.68,1.000,state:Race->Overtake
5.49,AiRacer (3),Overtake,70.6,1.00,0.00,220.0,0.5456,0,-0.30,1.000,state:Race->Overtake
5.49,AiRacer (7),Overtake,70.4,1.00,0.00,220.0,0.5388,0,-0.30,1.000,state:Race->Overtake
5.49,AiRacer (5),Race,69.7,1.00,0.00,220.0,0.5421,0,-0.29,1.000,state:Overtake->Race
5.49,AiRacer (4),Race,69.4,1.00,0.00,220.0,0.5439,0,-0.68,1.000,state:Overtake->Race
5.49,AiRacer (5),Overtake,69.8,1.00,0.00,220.0,0.5421,0,-0.30,1.000,state:Race->Overtake
5.50,AiRacer (4),Overtake,69.5,1.00,0.00,220.0,0.5439,0,-0.68,1.000,state:Race->Overtake
5.53,PLAYER,—,75.2,1.00,0.00,—,0.5383,0,-0.51,—,tick
5.53,AiRacer,Defend,80.7,1.00,0.00,220.0,0.5525,0,-0.47,1.000,tick
5.53,AiRacer (1),Overtake,72.7,1.00,0.00,220.0,0.5494,0,-0.31,1.000,tick
5.53,AiRacer (2),Overtake,71.4,1.00,0.00,220.0,0.5477,0,-0.68,1.000,tick
5.53,AiRacer (3),Overtake,71.6,1.00,0.00,220.0,0.5459,0,-0.31,1.000,tick
5.53,AiRacer (4),Overtake,70.1,1.00,0.00,220.0,0.5441,0,-0.68,1.000,tick
5.53,AiRacer (5),Overtake,70.5,1.00,0.00,220.0,0.5423,0,-0.30,1.000,tick
5.53,AiRacer (6),Overtake,72.1,1.00,0.00,220.0,0.5410,0,-0.68,1.000,tick
5.53,AiRacer (7),Overtake,71.4,1.00,0.00,220.0,0.5391,0,-0.31,1.000,tick
6.03,PLAYER,—,85.6,1.00,0.00,—,0.5413,0,-0.51,—,tick
6.03,AiRacer,Defend,91.9,1.00,0.00,220.0,0.5558,0,-0.55,1.000,tick
6.03,AiRacer (1),Overtake,83.2,1.00,0.00,220.0,0.5524,0,-0.36,1.000,tick
6.03,AiRacer (2),Overtake,81.8,1.00,0.00,220.0,0.5506,0,-0.60,1.000,tick
6.03,AiRacer (3),Overtake,82.0,1.00,0.00,220.0,0.5488,0,-0.36,1.000,tick
6.03,AiRacer (4),Overtake,80.4,1.00,0.00,220.0,0.5470,0,-0.60,1.000,tick
6.03,AiRacer (5),Overtake,80.9,1.00,0.00,220.0,0.5452,0,-0.36,1.000,tick
6.03,AiRacer (6),Overtake,82.5,1.00,0.00,220.0,0.5439,0,-0.60,1.000,tick
6.03,AiRacer (7),Overtake,81.8,1.00,0.00,220.0,0.5420,0,-0.36,1.000,tick
6.53,PLAYER,—,95.6,1.00,0.00,—,0.5448,0,-0.52,—,tick
6.53,AiRacer,Defend,102.2,1.00,0.00,220.0,0.5595,0,-0.63,1.000,tick
6.53,AiRacer (1),Overtake,93.2,1.00,0.00,220.0,0.5558,0,-0.38,1.000,tick
6.53,AiRacer (2),Overtake,91.7,1.00,0.00,220.0,0.5539,0,-0.49,1.000,tick
6.53,AiRacer (3),Overtake,91.9,1.00,0.00,220.0,0.5521,0,-0.38,1.000,tick
6.53,AiRacer (4),Overtake,90.2,1.00,0.00,220.0,0.5502,0,-0.49,1.000,tick
6.53,AiRacer (5),Overtake,90.7,1.00,0.00,220.0,0.5485,0,-0.38,1.000,tick
6.53,AiRacer (6),Overtake,92.5,1.00,0.00,220.0,0.5472,0,-0.49,1.000,tick
6.53,AiRacer (7),Overtake,91.7,1.00,0.00,220.0,0.5453,0,-0.38,1.000,tick
6.90,AiRacer,Race,109.6,1.00,0.00,215.6,0.5625,0,-0.66,1.000,state:Defend->Race
6.90,AiRacer,Defend,109.7,1.00,0.00,215.3,0.5625,0,-0.66,1.000,state:Race->Defend
7.03,PLAYER,—,99.8,1.00,0.00,—,0.5486,0,-0.53,—,tick
7.03,AiRacer,Defend,112.2,1.00,0.00,207.8,0.5636,0,-0.67,1.000,tick
7.03,AiRacer (1),Overtake,102.4,1.00,0.00,220.0,0.5595,0,-0.38,1.000,tick
7.03,AiRacer (2),Overtake,100.9,1.00,0.00,220.0,0.5576,0,-0.42,1.000,tick
7.03,AiRacer (3),Overtake,101.0,1.00,0.00,220.0,0.5558,0,-0.38,1.000,tick
7.03,AiRacer (4),Overtake,99.5,1.00,0.00,220.0,0.5538,0,-0.43,1.000,tick
7.03,AiRacer (5),Overtake,99.8,1.00,0.00,220.0,0.5521,0,-0.38,1.000,tick
7.03,AiRacer (6),Overtake,101.7,1.00,0.00,220.0,0.5510,0,-0.42,1.000,tick
7.03,AiRacer (7),Overtake,100.8,1.00,0.00,220.0,0.5490,0,-0.38,1.000,tick
7.54,PLAYER,—,107.1,1.00,0.00,—,0.5525,0,-0.54,—,tick
7.54,AiRacer,Defend,121.5,1.00,0.00,173.9,0.5681,0,-0.68,1.000,tick
7.54,AiRacer (1),Overtake,111.3,1.00,0.00,195.8,0.5636,0,-0.36,1.000,tick
7.54,AiRacer (2),Overtake,109.7,1.00,0.00,208.6,0.5616,0,-0.39,1.000,tick
7.54,AiRacer (3),Overtake,109.9,1.00,0.00,220.0,0.5598,0,-0.38,1.000,tick
7.54,AiRacer (4),Overtake,108.0,1.00,0.00,220.0,0.5578,0,-0.40,1.000,tick
7.54,AiRacer (5),Overtake,108.6,1.00,0.00,220.0,0.5561,0,-0.38,1.000,tick
7.54,AiRacer (6),Overtake,110.6,1.00,0.00,220.0,0.5550,0,-0.40,1.000,tick
7.54,AiRacer (7),Overtake,109.6,1.00,0.00,220.0,0.5530,0,-0.39,1.000,tick
8.04,PLAYER,—,115.7,1.00,0.00,—,0.5567,0,-0.55,—,tick
8.04,AiRacer,Defend,130.1,1.00,0.00,144.8,0.5728,0,-0.58,1.000,tick
8.04,AiRacer (1),Overtake,119.6,1.00,0.00,160.1,0.5680,0,-0.30,1.000,tick
8.04,AiRacer (2),Overtake,117.9,1.00,0.00,176.0,0.5659,0,-0.34,1.000,tick
8.04,AiRacer (3),Overtake,118.1,1.00,0.00,191.3,0.5641,0,-0.36,1.000,tick
8.04,AiRacer (4),Overtake,116.2,1.00,0.00,205.6,0.5620,0,-0.37,1.000,tick
8.04,AiRacer (5),Overtake,116.7,1.00,0.00,217.0,0.5604,0,-0.38,1.000,tick
8.04,AiRacer (6),Overtake,118.8,1.00,0.00,220.0,0.5594,0,-0.38,1.000,tick
8.04,AiRacer (7),Overtake,117.9,1.00,0.00,220.0,0.5573,0,-0.38,1.000,tick
8.41,AiRacer,Race,136.0,1.00,0.00,144.8,0.5766,0,-0.39,1.000,state:Defend->Race
8.41,AiRacer,Defend,136.1,1.00,0.00,144.8,0.5766,0,-0.39,1.000,state:Race->Defend
8.48,AiRacer (1),Race,126.3,1.00,0.00,136.7,0.5721,0,-0.19,1.000,state:Overtake->Race
8.48,AiRacer (1),Overtake,126.4,1.00,0.00,142.1,0.5721,0,-0.18,1.000,state:Race->Overtake
8.49,AiRacer (6),Race,125.7,1.00,0.00,192.2,0.5635,0,-0.36,1.000,state:Overtake->Race
8.49,AiRacer (2),Race,124.9,1.00,0.00,134.7,0.5701,0,-0.25,1.000,state:Overtake->Race
8.49,AiRacer (3),Race,125.0,1.00,0.00,151.6,0.5683,0,-0.29,1.000,state:Overtake->Race
8.49,AiRacer (6),Overtake,125.8,1.00,0.00,195.7,0.5636,0,-0.36,1.000,state:Race->Overtake
8.49,AiRacer (7),Race,124.8,1.00,0.00,206.7,0.5615,0,-0.37,1.000,state:Overtake->Race
8.49,AiRacer (2),Overtake,124.9,1.00,0.00,140.1,0.5701,0,-0.25,1.000,state:Race->Overtake
8.49,AiRacer (3),Overtake,125.1,1.00,0.00,156.2,0.5684,0,-0.29,1.000,state:Race->Overtake
8.49,AiRacer (7),Overtake,124.8,1.00,0.00,210.0,0.5615,0,-0.37,1.000,state:Race->Overtake
8.50,AiRacer (5),Race,123.7,1.00,0.00,182.8,0.5646,0,-0.35,1.000,state:Overtake->Race
8.50,AiRacer (4),Race,123.3,1.00,0.00,169.0,0.5663,0,-0.33,1.000,state:Overtake->Race
8.50,AiRacer (5),Overtake,123.8,1.00,0.00,186.5,0.5646,0,-0.35,1.000,state:Race->Overtake
8.51,AiRacer (4),Overtake,123.3,1.00,0.00,172.9,0.5663,0,-0.33,1.000,state:Race->Overtake
8.54,PLAYER,—,123.8,1.00,0.00,—,0.5613,0,-0.56,—,tick
8.54,AiRacer,Defend,138.1,1.00,0.00,144.8,0.5779,0,-0.29,1.000,tick
8.54,AiRacer (1),Overtake,127.3,1.00,0.00,142.1,0.5727,0,-0.16,1.000,tick
8.54,AiRacer (2),Overtake,125.6,1.00,0.00,140.1,0.5706,0,-0.24,1.000,tick
8.54,AiRacer (3),Overtake,125.8,1.00,0.00,152.0,0.5688,0,-0.28,1.000,tick
8.54,AiRacer (4),Overtake,123.8,1.00,0.00,170.3,0.5666,0,-0.32,1.000,tick
8.54,AiRacer (5),Overtake,124.4,1.00,0.00,183.7,0.5650,0,-0.35,1.000,tick
8.54,AiRacer (6),Overtake,126.5,1.00,0.00,192.1,0.5641,0,-0.35,1.000,tick
8.54,AiRacer (7),Overtake,125.5,1.00,0.00,206.9,0.5619,0,-0.37,1.000,tick
9.04,PLAYER,—,131.3,1.00,0.00,—,0.5662,0,-0.57,—,tick
9.04,AiRacer,Defend,142.2,0.53,0.00,144.8,0.5832,0,0.31,1.000,tick
9.04,AiRacer (1),Overtake,134.4,1.00,0.00,142.1,0.5776,0,0.13,1.000,tick
9.04,AiRacer (2),Overtake,132.7,1.00,0.00,140.1,0.5755,0,-0.02,1.000,tick
9.04,AiRacer (3),Overtake,132.9,1.00,0.00,141.7,0.5737,0,-0.11,1.000,tick
9.04,AiRacer (4),Overtake,130.9,1.00,0.00,140.2,0.5715,0,-0.20,1.000,tick
9.04,AiRacer (5),Overtake,131.4,1.00,0.00,140.1,0.5699,0,-0.25,1.000,tick
9.04,AiRacer (6),Overtake,133.7,1.00,0.00,150.0,0.5690,0,-0.27,1.000,tick
9.04,AiRacer (7),Overtake,132.6,1.00,0.00,168.9,0.5669,0,-0.32,1.000,tick
9.55,PLAYER,—,138.2,1.00,0.00,—,0.5713,0,-0.58,—,tick
9.55,AiRacer,Defend,148.2,1.00,0.00,171.7,0.5886,0,0.77,1.000,tick
9.55,AiRacer (1),Overtake,139.2,0.60,0.00,142.1,0.5828,0,0.63,1.000,tick
9.55,AiRacer (2),Overtake,137.2,0.58,0.00,140.1,0.5806,0,0.38,1.000,tick
9.55,AiRacer (3),Overtake,138.4,0.66,0.00,141.7,0.5789,0,0.23,1.000,tick
9.55,AiRacer (4),Overtake,136.7,0.71,0.00,140.2,0.5766,0,0.06,1.000,tick
9.55,AiRacer (5),Overtake,136.8,0.65,0.00,140.1,0.5750,0,-0.04,1.000,tick
9.55,AiRacer (6),Overtake,138.8,0.62,0.00,141.9,0.5742,0,-0.07,1.000,tick
9.55,AiRacer (7),Overtake,137.9,0.64,0.00,141.1,0.5720,0,-0.17,1.000,tick
9.91,AiRacer,Race,152.9,1.00,0.00,208.7,0.5928,0,0.74,1.000,state:Defend->Race
9.92,AiRacer,Defend,153.0,1.00,0.00,208.8,0.5928,0,0.74,1.000,state:Race->Defend
10.05,PLAYER,—,143.4,0.71,0.00,—,0.5767,0,-0.57,—,tick
10.05,AiRacer,Defend,154.6,1.00,0.00,220.0,0.5943,0,0.69,1.000,tick
10.05,AiRacer (1),Overtake,144.2,1.00,0.00,159.1,0.5881,0,0.77,1.000,tick
10.05,AiRacer (2),Overtake,139.7,1.00,0.00,155.6,0.5857,0,0.77,1.000,tick
10.05,AiRacer (3),Overtake,139.3,1.00,0.00,162.5,0.5841,0,0.77,1.000,tick
10.05,AiRacer (4),Overtake,137.7,0.51,0.00,140.2,0.5818,0,0.50,1.000,tick
10.05,AiRacer (5),Overtake,137.6,0.50,0.00,140.1,0.5802,0,0.35,1.000,tick
10.05,AiRacer (6),Overtake,139.4,0.50,0.00,141.9,0.5795,0,0.29,1.000,tick
10.05,AiRacer (7),Overtake,138.6,0.50,0.00,141.1,0.5773,0,0.12,1.000,tick
10.55,PLAYER,—,147.3,0.71,0.00,—,0.5822,0,-0.18,—,tick
10.55,AiRacer,Defend,160.4,1.00,0.00,197.7,0.6003,0,0.39,1.000,tick
10.55,AiRacer (1),Overtake,149.9,1.00,0.00,198.2,0.5936,0,0.77,1.000,tick
10.55,AiRacer (2),Overtake,145.6,1.00,0.00,174.9,0.5911,0,0.77,1.000,tick
10.55,AiRacer (3),Overtake,145.3,1.00,0.00,170.2,0.5894,0,0.77,1.000,tick
10.55,AiRacer (4),Overtake,141.1,1.00,0.00,157.6,0.5869,0,0.77,1.000,tick
10.55,AiRacer (5),Overtake,139.2,1.00,0.00,158.0,0.5853,0,0.77,1.000,tick
10.55,AiRacer (6),Overtake,140.2,1.00,0.00,158.6,0.5847,0,0.77,1.000,tick
10.55,AiRacer (7),Overtake,138.6,0.49,0.00,141.1,0.5825,0,0.60,1.000,tick
11.05,PLAYER,—,149.4,0.71,0.00,—,0.5877,0,0.57,—,tick
11.05,AiRacer,Defend,161.6,0.32,0.00,163.2,0.6065,0,0.05,1.000,tick
11.05,AiRacer (1),Overtake,155.1,1.00,0.00,192.3,0.5994,0,0.57,1.000,tick
11.05,AiRacer (2),Overtake,151.0,1.00,0.00,209.8,0.5967,0,0.69,1.000,tick
11.05,AiRacer (3),Overtake,150.8,1.00,0.00,220.0,0.5950,0,0.75,1.000,tick
11.05,AiRacer (4),Overtake,146.7,1.00,0.00,193.6,0.5923,0,0.77,1.000,tick
11.05,AiRacer (5),Overtake,145.0,1.00,0.00,175.7,0.5906,0,0.77,1.000,tick
11.05,AiRacer (6),Overtake,146.2,1.00,0.00,174.5,0.5901,0,0.77,1.000,tick
11.05,AiRacer (7),Overtake,142.9,1.00,0.00,157.8,0.5877,0,0.77,1.000,tick
11.42,AiRacer,Race,160.4,0.56,0.00,163.2,0.6109,0,-0.20,1.000,state:Defend->Race
11.42,AiRacer,Defend,160.4,0.56,0.00,163.2,0.6110,0,-0.20,1.000,state:Race->Defend
11.48,AiRacer (1),Race,157.6,0.00,0.00,154.0,0.6045,0,0.28,1.000,state:Overtake->Race
11.49,AiRacer (1),Defend,157.5,0.00,0.00,154.0,0.6046,0,0.28,1.000,state:Race->Defend
11.49,AiRacer (6),Race,151.0,1.00,0.00,218.7,0.5950,0,0.75,1.000,state:Overtake->Race
11.49,AiRacer (6),Overtake,151.1,1.00,0.00,220.0,0.5950,0,0.75,1.000,state:Race->Overtake
11.50,AiRacer (2),Race,155.4,1.00,0.00,164.9,0.6019,0,0.44,1.000,state:Overtake->Race
11.50,AiRacer (3),Race,155.2,1.00,0.00,181.0,0.6002,0,0.53,1.000,state:Overtake->Race
11.50,AiRacer (7),Race,148.0,1.00,0.00,193.5,0.5926,0,0.77,1.000,state:Overtake->Race
11.50,AiRacer (2),Overtake,155.5,1.00,0.00,170.2,0.6019,0,0.44,1.000,state:Race->Overtake
11.50,AiRacer (3),Overtake,155.2,1.00,0.00,185.9,0.6002,0,0.53,1.000,state:Race->Overtake
11.50,AiRacer (5),Race,149.9,1.00,0.00,212.7,0.5957,0,0.73,1.000,state:Overtake->Race
11.51,AiRacer (5),Overtake,149.9,1.00,0.00,216.8,0.5957,0,0.73,1.000,state:Race->Overtake
11.51,AiRacer (4),Race,151.5,1.00,0.00,199.9,0.5975,0,0.66,1.000,state:Overtake->Race
11.51,AiRacer (4),Overtake,151.5,1.00,0.00,204.2,0.5976,0,0.66,1.000,state:Race->Overtake
11.54,AiRacer (7),Overtake,148.4,1.00,0.00,193.5,0.5930,0,0.77,1.000,state:Race->Overtake
11.55,PLAYER,—,152.1,1.00,0.00,—,0.5934,0,0.76,—,tick
11.55,AiRacer,Defend,160.3,0.57,0.00,163.2,0.6126,0,-0.30,1.000,tick
11.55,AiRacer (1),Defend,156.5,0.00,0.00,154.0,0.6054,0,0.23,1.000,tick
11.55,AiRacer (2),Overtake,156.0,1.00,0.00,164.6,0.6026,0,0.40,1.000,tick
11.55,AiRacer (3),Overtake,155.8,1.00,0.00,180.8,0.6009,0,0.49,1.000,tick
11.55,AiRacer (4),Overtake,151.9,1.00,0.00,200.9,0.5980,0,0.64,1.000,tick
11.55,AiRacer (5),Overtake,150.4,1.00,0.00,213.1,0.5963,0,0.71,1.000,tick
11.55,AiRacer (6),Overtake,151.7,1.00,0.00,218.2,0.5957,0,0.72,1.000,tick
11.55,AiRacer (7),Overtake,148.6,1.00,0.00,193.2,0.5932,0,0.77,1.000,tick
12.06,PLAYER,—,155.7,1.00,0.00,—,0.5992,0,0.54,—,tick
